区域,小区名称,户型,面积(㎡),朝向,价格(元/月)
龙岗区-布吉石芽岭,宇宏健康花城,3室2厅2卫,89.00,东 东南,7200
宝安区-西乡,财富港大厦,1室1厅1卫,62.52,东南,4500
南山区-西丽,俊峰丽舍,2室2厅1卫,77.00,西,6800
罗湖区-莲塘,桐景花园,2室1厅1卫,74.00,南,5200
龙华区-红山,莱蒙水榭春天5期,2室2厅1卫,78.00,东南,6600
南山区-前海,前海鸿荣源中心·胤璞,3室2厅2卫,166.00,西南,45000
宝安区-碧海,玉湖湾,南,宝安区-碧海-玉湖湾,10.30㎡,1760
南山区-蛇口,晗山悦海城,1室1厅2卫,47.46,东,7000
宝安区-宝安中心,新锦安海纳公馆,4室2厅2卫,116.00,南,17000
罗湖区-笋岗,笋岗中心万象华府,1室0厅1卫,41.00,西,5500
南山区-南山中心,海珠城,北,南山区-南山中心-海珠城,13.50㎡,2330
龙华区-民治,皓月花园,2室2厅1卫,65.84,北,5000
罗湖区-黄贝岭,益田御龙华府,3室2厅2卫,105.00,西南,11000
光明区-光明,光明大第,3室2厅2卫,88.79,南,5000
南山区-西丽,欧陆经典,东,南山区-西丽-欧陆经典,10.37㎡,1830
南山区-前海,阳光棕榈园一期,南,南山区-前海-阳光棕榈园一期,14.02㎡,2430
龙岗区-布吉关,中加名园,3室2厅1卫,72.69,南,4000
福田区-竹子林,建业小区北区,南,福田区-竹子林-建业小区北区,11.00㎡,1630
龙华区-上塘,潜龙曼海宁花园北区,1室1厅1卫,33.91,西南,3700
南山区-科技园,晶品居,4室1厅2卫,9.90,南,1960
龙华区-龙华新区,锦绣江南三期,2室2厅1卫,76.64,南,4800
龙岗区-布吉大芬,桂芳园六期,4室1厅2卫,6.30,东南,1090
宝安区-新安,宝民花园(新安),2室1厅1卫,50.00,南,4800
龙华区-观澜,万科九龙山,4室2厅2卫,124.21,南,6000
宝安区-西乡,宏发前城,4室2厅2卫,89.00,东南,8600
福田区-景田,TT国际公寓,1室1厅1卫,45.00,北,5500
光明区-光明,绿地新都会,2室2厅1卫,72.00,东南,4300
福田区-皇岗,深物业金领,2室2厅1卫,62.00,北,9500
龙华区-红山,莱蒙水榭云上家园,2室1厅1卫,55.39,东南,5600
龙岗区-龙岗宝荷,京基御景荟都,2室1厅1卫,63.00,南,3000
盐田区-盐田港,鹏广达·四季公馆,2室2厅1卫,59.00,东南,3800
宝安区-宝安中心,天健时尚空间名苑,5室1厅2卫,5.10,东北,1490
福田区-赤尾,京基御景华城,1室0厅1卫,35.00,西,4300
,未知小区,2室1厅1卫,40.00,1间在租,2189
罗湖区-翠竹,茂业德弘天下,2室2厅1卫,70.00,西,6430
龙华区-梅林关,滢水山庄二区,3室2厅1卫,78.14,南,4500
,未知小区,3室1厅1卫,88.20,1间在租,10103
,未知小区,3室1厅1卫,87.09,1间在租,9565
,未知小区,1室0厅1卫,32.00,3间在租,1399
福田区-梅林,深新大厦,2室2厅1卫,81.31,南,5000
福田区-景田,市政大院,3室2厅1卫,107.00,南 北,7500
,未知小区,1室0厅1卫,35.00,2间在租,1499
龙岗区-大运新城,中海康城国际一期,1室1厅1卫,48.07,东北,2650
南山区-前海,鼎太风华七期,2室2厅1卫,63.40,东南,6500
福田区-华强南,福滨新村,2室2厅1卫,73.00,南 北,5600
,未知小区,1室1厅1卫,42.00,3间在租,1699
宝安区-西乡,福中福花园一期,2室1厅1卫,79.15,西南,4800
,未知小区,1室0厅1卫,32.00,3间在租,1599
坪山区-坪山,深城投中心公馆,1室0厅1卫,25.00,南,1680
南山区-蛇口,双玺时光道,1室1厅1卫,88.00,东南,13800
龙岗区-龙岗中心城,星河上寓,2室1厅1卫,67.00,南,3500
南山区-南头,汇金家园,1室1厅1卫,50.00,东,5200
龙岗区-龙岗中心城,名居广场,3室2厅1卫,80.72,西南,4600
,未知小区,1室0厅1卫,32.00,3间在租,1499
,未知小区,1室1厅1卫,50.00,1间在租,5394
宝安区-福永,金域豪庭三期,3室2厅1卫,79.21,南,5000
龙岗区-坂田,星光之约,2室2厅1卫,78.10,南,5500
龙华区-上塘,特发和平里,3室2厅1卫,81.40,西南,6500
福田区-莲花,长城盛世家园二期,2室1厅1卫,74.00,西南,7200
福田区-梅林,汇龙花园,1室1厅1卫,41.19,北,3900
龙华区-龙华新区,绿景香颂,4室2厅2卫,89.00,南,7500
罗湖区-螺岭,环岛丽园,4室2厅2卫,120.00,南,12000
盐田区-盐田港,佳兆业御璟佳园广场,2室1厅1卫,70.00,南,4400
罗湖区-翠竹,泊林,2室2厅1卫,60.99,西南,7100
南山区-西丽,万科云城,2室1厅1卫,51.00,南,6500
,未知小区,1室0厅1卫,15.00,1间在租,1120
龙华区-龙华新区,绿景香颂,4室2厅3卫,88.07,南,10000
龙岗区-龙岗宝荷,京基御景荟都,1室0厅1卫,35.00,东,2300
龙岗区-布吉街,国都花园,2室0厅0卫,88.81,南,4500
龙华区-龙华新区,新华城,2室2厅1卫,70.00,南 北,5200
,未知小区,1室1厅1卫,30.00,3间在租,1903-2271
,未知小区,1室0厅1卫,15.00,1间在租,1320
宝安区-航城,满京华云朗公馆,3室2厅1卫,82.16,东,5500
,未知小区,1室0厅1卫,15.00,1间在租,1256
龙华区-红山,华侨城创想大厦,1室2厅1卫,92.57,东南 南,9500
南山区-南山中心,友邻公寓,1室0厅1卫,34.00,南,4300
,未知小区,1室1厅1卫,30.00,2间在租,1952
宝安区-西乡,富通蟠龙居,3室2厅1卫,89.00,北,5500
,未知小区,1室1厅1卫,30.47,1间在租,1442
,未知小区,1室1厅1卫,23.00,5间在租,2150-2390
宝安区-碧海,碧海君庭,3室2厅2卫,89.00,东北,7800
福田区-石厦,新新家园,3室2厅1卫,77.00,北,7800
,未知小区,1室1厅1卫,23.05,1间在租,1904
福田区-莲花,神彩苑,4室1厅2卫,123.00,南 北,8500
龙岗区-龙岗双龙,金汐11街,3室1厅1卫,60.00,东南,2000
宝安区-宝安中心,尚都二期,3室2厅2卫,113.00,西北,9000
,未知小区,1室1厅1卫,24.09,1间在租,1346
,未知小区,1室0厅1卫,13.14,1间在租,1094
福田区-梅林,皇庭世茂裕玺,2室2厅2卫,121.00,东南,21000
,未知小区,未知户型,17间在租,1室1厅1卫,2153-2353
,未知小区,1室0厅1卫,26.30,1间在租,1672
,未知小区,1室0厅1卫,30.00,1间在租,2100
南山区-蛇口,花果山小区,3室2厅1卫,85.72,南 北,7000
罗湖区-布心,布心花园三区,3室2厅1卫,88.00,东南,4000
龙岗区-布吉水径,里城玺樾山,3室2厅1卫,85.00,南 西南,4800
南山区-大学城,鼎胜金域世家,5室2厅2卫,89.00,南,9500
南山区-科技园,华润城润玺二期,3室2厅2卫,120.00,西南,21500
福田区-皇岗,御庭园,3室2厅2卫,88.00,东,9300
,未知小区,1室0厅1卫,28.00,1间在租,2200
福田区-梅林,雕塑家园,2室1厅1卫,72.13,南,5000
罗湖区-莲塘,京武雅翠轩,3室1厅2卫,117.08,南,7900
福田区-梅林,民浩楼,1室1厅1卫,51.00,东,4500
,未知小区,1室0厅1卫,35.00,1间在租,2580
罗湖区-百仕达,旭飞华达园,1室1厅1卫,33.00,东南,3300
罗湖区-笋岗,招商中环红玺,5室2厅4卫,240.00,南,32000
,未知小区,1室0厅1卫,32.00,1间在租,2500
龙岗区-布吉水径,里城玺樾山,3室2厅2卫,100.00,东南 南,5300
,未知小区,1室1厅1卫,35.00,1间在租,2700
,未知小区,1室0厅1卫,30.00,1间在租,2200
光明区-光明,新地中央花园,2室1厅1卫,72.00,南,4200
宝安区-翻身,卡罗社区,1室1厅1卫,52.00,东北,5000
福田区-车公庙,NEO企业大厦,2室1厅1卫,83.77,南,12000
,未知小区,1室0厅1卫,20.00,1间在租,1780
宝安区-新安,宝民花园(新安),2室2厅1卫,58.00,东南,4500
,未知小区,1室1厅1卫,45.00,1间在租,2700
,未知小区,1室0厅1卫,30.00,1间在租,2300
,未知小区,1室1厅1卫,38.00,1间在租,2600
龙华区-龙华新区,锦绣江南一期,2室1厅1卫,75.73,南,4900
福田区-福田中心,岗厦天元花园,3室3厅3卫,270.00,西南,60000
福田区-福田保税区,朗庭豪园,3室2厅2卫,92.00,西北,7500
宝安区-航城,天福华府,4室2厅2卫,126.00,东南,7100
宝安区-翻身,卡罗社区,1室1厅1卫,46.36,东南 南,4800
罗湖区-黄贝岭,中山花园大厦,4室2厅2卫,147.08,东南,7000
,未知小区,1室0厅1卫,25.00,1间在租,2280
宝安区-西乡,西城丰和,4室2厅2卫,117.00,东南,6800
,未知小区,1室0厅1卫,20.00,1间在租,1800
龙岗区-布吉关,信义假日名城六期溢芳园,3室2厅2卫,100.00,南,5300
,未知小区,1室0厅1卫,20.00,1间在租,1880
南山区-蛇口,荣寓,1室1厅1卫,47.00,南,4500
罗湖区-新秀,帝景台,2室2厅1卫,100.00,东南,6500
南山区-科技园,松坪村西区三期,2室1厅1卫,49.70,东南 南,5200
,未知小区,1室0厅1卫,25.00,1间在租,2280
,未知小区,1室0厅1卫,15.00,1间在租,1600
福田区-园岭,园中花园,3室2厅2卫,107.00,南,9500
福田区-梅林,兰江山第花园,4室2厅3卫,178.00,南,24500
,未知小区,1室0厅1卫,30.00,1间在租,2400
光明区-光明,科裕新村,2室1厅1卫,54.00,南,2700
罗湖区-笋岗,新时速嘉园,3室2厅1卫,91.00,东南,5500
南山区-蛇口,招商桃花园三期,3室2厅2卫,103.00,东南,11000
龙岗区-龙岗双龙,叠翠新峰花园一期,2室2厅1卫,68.00,南,3000
宝安区-石岩,汇邦名都花园,2室2厅1卫,79.63,南,4600
龙岗区-布吉关,佳兆业大都汇,2室1厅1卫,61.00,东,3800
,未知小区,1室0厅1卫,22.00,1间在租,2000
南山区-前海,海王小区,4室2厅2卫,150.19,南 西南,10000
福田区-梅林,翰岭院,1室1厅1卫,42.28,南,5500
盐田区-梅沙,万科东海岸一期,1室1厅1卫,52.74,南,2500
福田区-梅林,雕塑家园,2室1厅1卫,68.00,东南 南,5100
南山区-蛇口,海尚国际,3室2厅2卫,105.00,东南,8800
福田区-梅林,御锦公馆,3室1厅2卫,110.00,东南 南,8700
南山区-大学城,宝能城西区,4室2厅2卫,158.00,南,18500
,未知小区,1室0厅1卫,25.00,1间在租,1954
宝安区-沙井,会展湾东城,1室0厅1卫,42.00,南,3000
,未知小区,2室1厅1卫,39.00,1间在租,1962
南山区-南山中心,现代城华庭,3室2厅2卫,105.00,南,7500
,未知小区,1室1厅1卫,30.00,2间在租,2100-2300
坪山区-坪山,凤凰公馆,3室2厅2卫,93.00,东南,3600
罗湖区-布心,独树阳光里,1室1厅1卫,32.00,东,3500
坪山区-坪山,东方威尼斯花园,3室2厅2卫,109.00,南 北,3000
,未知小区,1室0厅1卫,25.00,2间在租,1600-1700
,未知小区,1室0厅1卫,18.00-20.00,2间在租,956-959
光明区-光明,深铁瑞城,3室2厅2卫,97.00,南,6500
,未知小区,1室0厅1卫,30.00,2间在租,1800-1900
宝安区-碧海,华丰前海湾,3室2厅2卫,89.00,西南,7700
,未知小区,1室0厅1卫,28.00,1间在租,2000
,未知小区,1室1厅1卫,52.00,1间在租,5050
福田区-车公庙,趣园,1室1厅1卫,75.14,东北,8500
南山区-前海,瑞景华庭,1室0厅1卫,27.86,西,3100
南山区-蛇口,半山臻境,3室2厅2卫,111.31,东南,15500
,未知小区,1室1厅1卫,60.00,1间在租,3800
,未知小区,1室1厅1卫,60.00,1间在租,3700
罗湖区-笋岗,祥福雅居,1室1厅1卫,38.00,北,3700
,未知小区,1室1厅1卫,60.00,1间在租,3600
龙华区-观澜,华盛峰荟名庭,2室2厅1卫,52.00,南,3600
,未知小区,1室0厅1卫,24.00,2间在租,2000
盐田区-沙头角,福苑,1室1厅1卫,37.30,东北,2800
南山区-科技园,泰阳硅谷公寓,1室0厅1卫,29.00,南,3900
,未知小区,1室0厅1卫,21.00,2间在租,1700
盐田区-盐田港,海川阁,2室2厅1卫,70.00,东南,3200
,未知小区,1室1厅1卫,60.00,1间在租,3500
罗湖区-黄贝岭,汇鑫花园,2室1厅1卫,67.00,东,4800
龙华区-龙华中心,壹成中心第六区,3室2厅1卫,77.00,东南,6200
宝安区-新安,大悦城天玺壹号,4室2厅2卫,120.00,南,11800
,未知小区,1室0厅1卫,25.00,2间在租,1199
福田区-景田,华富综合楼,3室2厅1卫,94.12,南,6400
南山区-南头,前海东岸,2室1厅1卫,76.01,东南 南,7400
龙岗区-龙岗双龙,锦城星苑二期,3室2厅1卫,83.00,南,2800
龙岗区-龙岗双龙,锦城星苑二期,3室2厅1卫,83.00,南,2400
,未知小区,1室0厅1卫,25.00,2间在租,1199
福田区-赤尾,汇港名苑,2室2厅1卫,78.00,西北,7300
坪山区-坪山,万科金域缇香,4室2厅2卫,89.00,南,3980
南山区-红树湾,京基御景东方,8室2厅7卫,196.00,东南 南,48000
龙岗区-龙岗双龙,满京华喜悦里,3室2厅1卫,72.00,南,3800
南山区-红树湾,瑧湾汇,3室2厅2卫,87.93,西,13000
,未知小区,1室0厅1卫,25.00,2间在租,1199
龙岗区-坂田,和成嘉业,3室2厅1卫,82.00,东,7000
南山区-深圳湾,华润深圳湾悦府二期,2室2厅2卫,166.00,西,36000
,未知小区,1室0厅1卫,25.00,1间在租,1199
罗湖区-莲塘,莲花阁,3室2厅1卫,76.65,南,4600
福田区-梅林,蓝天绿都家园,3室2厅1卫,78.79,南 北,5850
,未知小区,1室0厅1卫,25.00,1间在租,1202
龙岗区-龙岗中心城,万科翰邻城,4室2厅2卫,128.00,南 北,7500
,未知小区,1室0厅1卫,25.00,1间在租,1203
,未知小区,1室0厅1卫,25.00,1间在租,1199
龙华区-红山,龙光玖钻,2室1厅1卫,39.65,东北,4800
南山区-白石洲,祥祺花园,3室2厅1卫,93.00,南 北,7200
福田区-莲花,莲花一村,2室1厅1卫,75.00,南,6800
光明区-公明,中粮云景广场,3室2厅1卫,48.00,南,3000
,未知小区,1室0厅1卫,25.00,1间在租,1199
宝安区-沙井,万丰海岸城,3室2厅1卫,85.00,西南,5500
龙岗区-大运新城,THETOWN乐城,4室2厅2卫,137.77,东南,6300
福田区-福田中心,彩福大厦,1室1厅1卫,51.00,南,6600
坪山区-坪山,佳华领悦广场,2室2厅1卫,67.00,东北,3400
宝安区-石岩,宏发世纪城二期,3室2厅2卫,88.00,南,5000
福田区-新洲,沙尾电话机楼,2室2厅1卫,73.00,南,5900
龙岗区-龙岗中心城,珑城原点广场,2室1厅1卫,38.00,南,2800
,未知小区,1室0厅1卫,17.00,3间在租,1051-1070
,未知小区,1室0厅1卫,13.00,1间在租,1070
宝安区-曦城,恒丰工业城,3室2厅1卫,44.67,南,3500
龙岗区-坪地,丁山河畔花园,3室2厅1卫,84.46,东 东南,3800
福田区-皇岗,皇御苑二期,3室2厅2卫,86.00,南,8500
,未知小区,1室0厅1卫,15.00,1间在租,895
龙岗区-横岗,新景苑,3室2厅2卫,143.00,南,4800
福田区-竹子林,金海燕花园,4室2厅2卫,127.14,南,12000
,未知小区,1室1厅1卫,33.00,1间在租,2380
南山区-科技园,华润城润府二期,2室2厅2卫,89.00,东南,13500
福田区-莲花,莲花北,3室2厅1卫,82.00,南,5800
龙岗区-平湖,佳兆业茗萃园一期,3室1厅1卫,87.00,西南,3900
,未知小区,1室0厅1卫,40.00,1间在租,3580
,未知小区,1室0厅1卫,45.00,1间在租,3780
宝安区-西乡,中粮锦云,3室2厅1卫,62.00,南,4500
,未知小区,1室0厅1卫,40.00,1间在租,3980
龙岗区-布吉水径,万科麓山,4室2厅2卫,126.70,南,9500
福田区-香蜜湖,深业中城,1室0厅1卫,70.00,西,11000
宝安区-石岩,汇邦名都花园,2室2厅1卫,70.00,东南,4200
福田区-竹子林,博林贡院,3室2厅1卫,100.02,南,13000
龙岗区-布吉街,青青家园,3室2厅2卫,86.50,东,3700
南山区-西丽,天地峰景,3室2厅2卫,96.97,南 北,9500
福田区-车公庙,世纪豪庭,4室2厅2卫,250.00,南,21250
龙岗区-大运新城,京基御景中央二期,4室2厅2卫,140.00,南,8000
南山区-华侨城,中新街社区,4室2厅2卫,137.00,南,11800
龙华区-梅林关,书香门第上河坊,1室1厅1卫,38.61,南,3700
罗湖区-洪湖,碧水园,3室2厅1卫,99.00,南,6000
光明区-公明,宏发上域,1室1厅1卫,34.82,西南,2500
,未知小区,1室0厅1卫,25.00,1间在租,1799
南山区-前海,前海时代广场,2室2厅2卫,79.00,北,8900
,未知小区,1室1厅1卫,42.00,1间在租,3200
福田区-梅林,鸿运大院,2室1厅1卫,46.00,南,3500
南山区-西丽,鼎胜金域阳光家园,3室2厅2卫,90.00,南,10000
,未知小区,1室1厅1卫,40.00,1间在租,3250
南山区-前海,新德家园,2室1厅1卫,38.00,北,5800
南山区-科技园,科技园三十四区,3室2厅1卫,75.54,南,6200
福田区-华强北,海馨苑,4室2厅2卫,147.57,南,19000
罗湖区-地王,红桂一街8号,3室2厅1卫,109.00,南,6300
,未知小区,1室1厅1卫,42.00,1间在租,2900
南山区-蛇口,玫瑰园小区,2室2厅1卫,66.00,南,5300
南山区-科技园,大冲城市花园,6室3厅4卫,275.00,南,24500
龙岗区-布吉南岭,万科公园里一期,3室2厅1卫,88.00,西,4700
,未知小区,1室0厅1卫,32.00,1间在租,2400
宝安区-宝安中心,华侨城华寓,1室2厅1卫,96.36,南,11800
福田区-福田保税区,帝港海湾豪园,2室1厅1卫,63.00,南,5800
,未知小区,1室1厅1卫,39.00,1间在租,2750
坪山区-坪山,恒大成二期,3室2厅2卫,98.56,南,3600
坪山区-坪山,恒大成一期,2室2厅1卫,76.00,南,3500
,未知小区,1室0厅1卫,32.00,1间在租,2000
,未知小区,1室1厅1卫,40.00,1间在租,2750
福田区-梅林,翰岭院,2室2厅1卫,76.00,南,7500
,未知小区,1室0厅1卫,22.00,5间在租,1399
龙岗区-布吉南岭,万科公园里一期,4室2厅3卫,173.00,东南,7800
福田区-福田保税区,加福广场华尔登府邸,1室1厅1卫,74.65,东南,6000
,未知小区,1室1厅1卫,35.00,4间在租,2249
,未知小区,1室0厅1卫,30.00,1间在租,2000
龙岗区-坂田,万科城三期,1室1厅1卫,34.36,北,3500
,未知小区,1室0厅1卫,13.00,1间在租,801
,未知小区,1室0厅1卫,11.00,2间在租,721
,未知小区,1室0厅1卫,13.00,1间在租,714
,未知小区,1室0厅1卫,14.00,1间在租,779
,未知小区,1室0厅1卫,11.00,1间在租,760
,未知小区,1室0厅1卫,16.00,1间在租,1099
,未知小区,1室0厅1卫,25.00,1间在租,935
南山区-前海,中海阳光玫瑰园,2室1厅1卫,57.10,东南,7500
龙岗区-龙岗中心城,紫薇花园东区,3室2厅1卫,98.72,南,3200
龙岗区-龙岗中心城,远洋新干线晶钻广场,2室1厅1卫,48.00,东南,2700
,未知小区,1室0厅1卫,17.00,1间在租,874
南山区-后海,京光海景花园,3室2厅2卫,131.00,东北,11800
,未知小区,1室0厅1卫,15.00,1间在租,902
南山区-前海,深业云海湾,3室2厅2卫,116.00,西南,10800
罗湖区-新秀,京基东方都会,1室1厅2卫,35.54,西,3400
宝安区-宝安中心,富通好旺角一期,2室2厅1卫,76.00,西南,7000
,未知小区,1室1厅1卫,20.00,1间在租,1364
宝安区-西乡,九方广场,3室1厅1卫,43.00,南,3600
罗湖区-笋岗,嘉宝田花园,2室2厅1卫,66.41,西,6800
,未知小区,1室0厅1卫,15.00,2间在租,1011-1148
罗湖区-东门,东悦名轩,1室1厅1卫,40.00,东北,4000
龙岗区-横岗,卓弘星辰,3室2厅1卫,83.00,东北,4500
,未知小区,1室0厅1卫,15.00,2间在租,808-845
南山区-前海,阳光棕榈园三期,3室2厅2卫,105.06,南,9000
,未知小区,1室0厅1卫,15.00,1间在租,946
南山区-科技园,豪方现代豪园,2室1厅1卫,75.00,南,7500
龙岗区-布吉南岭,万科公园6号,3室2厅2卫,86.00,东,5500
盐田区-盐田港,东海丽景花园,3室2厅1卫,110.00,东南,5000
,未知小区,1室0厅1卫,14.00,1间在租,960
,未知小区,1室0厅1卫,20.00,1间在租,1680
龙岗区-龙岗双龙,锦城星苑一期,1室1厅1卫,41.90,东北,1600
,未知小区,1室0厅1卫,25.00,2间在租,1199
罗湖区-布心,松泉山庄,3室2厅2卫,93.11,东南,5400
坪山区-坪山,六和城,1室1厅1卫,60.00,东,2800
,未知小区,1室1厅1卫,30.00,1间在租,1884
福田区-华强南,飞扬时代大厦,1室1厅1卫,37.00,东,3800
龙岗区-布吉水径,尚水天成,5室2厅2卫,108.00,南,7500
福田区-景田,缔梦园,1室1厅1卫,40.00,北,4800
龙岗区-坂田,十二橡树庄园一期,2室1厅1卫,68.00,东,4500
龙华区-龙华新区,锦绣时代广场,1室1厅1卫,28.00,东,2700
,未知小区,1室1厅1卫,30.00,1间在租,1884
福田区-新洲,祥云天都世纪大厦,1室1厅1卫,39.00,南,4800
龙华区-红山,华业玫瑰四季馨园二期,2室1厅0卫,51.21,东 东南,5600
南山区-科技园,松坪村二期,3室2厅1卫,67.00,南,4700
南山区-西丽,龙都花园,3室2厅2卫,108.15,南,7000
,未知小区,1室1厅1卫,40.00,1间在租,1699
宝安区-西乡,招商果岭花园,3室2厅2卫,87.79,西南,6500
坪山区-坪山,信达泰禾金尊府,3室2厅2卫,94.00,西南,4500
宝安区-曦城,招商华侨城曦城山顶道酒店公寓,4室2厅3卫,168.00,南,15800
罗湖区-地王,港岛银座,1室0厅1卫,36.19,东南,4250
龙岗区-坂田,华晖瑞禧,3室2厅2卫,100.00,南,7200
盐田区-梅沙,万科东海岸四期,4室2厅2卫,186.00,东南,11500
宝安区-新安,海滨花园,3室1厅1卫,89.50,东南,4800
罗湖区-地王,名仕阁,3室1厅2卫,116.00,南,8000
龙华区-红山,龙光玖钻,2室2厅1卫,39.00,东北,4600
龙岗区-布吉关,百合星城一期,3室2厅2卫,103.00,北,6000
南山区-红树湾,中信红树湾南区,2室2厅1卫,93.50,西南,17500
龙岗区-龙岗中心城,远洋新干线晶钻广场,1室1厅1卫,32.13,东南,2000
光明区-光明,龙光玖龙台三期(公寓),2室1厅1卫,60.00,东南,4100
龙岗区-平湖,佳兆业茗萃园二期,3室2厅2卫,84.30,北,3700
,未知小区,2室1厅1卫,88.00,1间在租,15000
福田区-新洲,嘉葆润金座,2室1厅1卫,35.16,北 东北,6800
罗湖区-莲塘,畔山花园,2室1厅1卫,52.00,南,3200
南山区-前海,开云府,4室2厅2卫,203.00,东北,22000
,未知小区,2室1厅1卫,88.00,1间在租,15000
罗湖区-百仕达,阳光绿地家园,3室1厅1卫,81.00,东南,6800
光明区-光明,中海时光境花园,3室2厅2卫,82.00,东南,5200
宝安区-宝安中心,华侨城华寓,3室2厅2卫,139.09,南,16000
福田区-皇岗,水围龙轩豪庭,2室2厅1卫,59.99,东,8000
福田区-景田,香蜜新村,3室2厅1卫,89.09,南 北,6500
南山区-科技园,华润城润府一期,3室1厅2卫,89.00,西南,10800
罗湖区-螺岭,汇锦名园,2室1厅1卫,66.00,南,4500
罗湖区-螺岭,新世界大厦,1室1厅1卫,27.00,南,3500
,未知小区,2室2厅1卫,93.00,2间在租,17000
,未知小区,3室2厅2卫,110.00,1间在租,21000
南山区-南头,桃苑公寓,1室0厅1卫,30.15,东,3100
福田区-皇岗,富强花园,2室2厅1卫,76.00,南 北,6500
,未知小区,1室0厅1卫,45.00,2间在租,1845
南山区-南山中心,荟芳园,4室1厅2卫,14.20,南,3000
龙华区-龙华中心,壹成中心第九区,4室2厅2卫,88.00,东南,7000
南山区-华侨城,世纪假日广场,2室2厅1卫,89.79,西,8300
福田区-石厦,益田村,3室2厅1卫,97.00,南,7300
,未知小区,1室0厅1卫,45.00,2间在租,1700
宝安区-福永,会展湾水岸,2室2厅1卫,56.00,北,3600
福田区-赤尾,京基御景华城,1室0厅1卫,28.00,西北,3200
龙岗区-横岗,振业城上观,6室2厅3卫,334.00,南,8000
龙岗区-布吉关,信义荔山公馆,2室1厅1卫,75.00,西南 西,6000
龙岗区-布吉关,信义荔山公馆,2室2厅1卫,73.82,东 东南,5500
,未知小区,1室0厅1卫,45.00,2间在租,1800
,未知小区,1室1厅1卫,50.00,1间在租,3000
,未知小区,2室1厅1卫,88.00,1间在租,15000
龙岗区-布吉大芬,南景豪庭,3室2厅1卫,76.00,东南,3800
福田区-石厦,合正佳园,2室1厅1卫,83.06,东北,7600
福田区-梅林,振业梅苑,2室1厅1卫,49.00,南,4000
,未知小区,2室2厅1卫,93.00,2间在租,17000
,未知小区,3室2厅2卫,110.00,1间在租,21000
龙岗区-龙岗宝荷,京基御景荟都,3室1厅1卫,63.00,南,3500
南山区-大学城,鼎胜金域世家,3室2厅2卫,89.00,南,8800
龙岗区-坂田,佳兆业中央广场一期,3室2厅2卫,89.00,北,6500
南山区-前海,雷圳碧榕湾海景花园,3室2厅2卫,120.00,南,11500
福田区-华强北,都会100,1室1厅1卫,42.00,北,5000
福田区-上下沙,花好园,1室1厅1卫,40.00,西南,5600
福田区-莲花,长城盛世家园二期,2室2厅1卫,73.39,西北,7300
龙岗区-布吉关,佳兆业大都汇,1室0厅1卫,45.00,东北,3000
龙岗区-坂田,信义嘉御山5期,4室2厅1卫,88.84,西南,7600
,未知小区,1室0厅1卫,45.00,2间在租,1845
龙华区-梅林关,星河盛世,2室1厅1卫,77.00,西南,7300
,未知小区,1室0厅1卫,45.00,2间在租,1700
罗湖区-莲塘,聚宝华府,3室2厅2卫,89.00,南,8500
坪山区-坪山,深业御园,2室1厅1卫,40.00,南,1480
龙岗区-布吉关,国展苑,2室1厅1卫,55.00,东南,3200
,未知小区,1室0厅1卫,45.00,2间在租,1800
,未知小区,1室0厅1卫,25.00,1间在租,1850
南山区-蛇口,半岛城邦花园一期,4室2厅2卫,220.00,东南,33500
南山区-蛇口,南海玫瑰花园一期,5室3厅3卫,270.00,东南,50000
龙华区-红山,龙光玖钻,3室2厅2卫,97.00,东,7300
,未知小区,1室1厅1卫,50.00,1间在租,3000
,未知小区,1室0厅1卫,30.00,1间在租,2200
,未知小区,1室1厅1卫,35.00,1间在租,2500
龙岗区-布吉水径,里城玺樾山,3室2厅2卫,98.00,东南 南,5000
,未知小区,未知户型,14间在租,1室0厅1卫,1024-1112
罗湖区-翠竹,公路局大院,1室1厅1卫,49.00,南,4000
福田区-华强北,金茂礼都,1室1厅1卫,47.00,南,5200
,未知小区,1室0厅1卫,32.00,1间在租,3060
福田区-车公庙,新沙苑,1室1厅1卫,50.00,北,4000
南山区-南山中心,现代城华庭,4室2厅2卫,238.00,南,18000
福田区-梅林,梅林一村,3室2厅1卫,98.00,南,7200
,未知小区,1室1厅1卫,26.48,1间在租,1630
罗湖区-地王,鸿翔花园,1室1厅1卫,46.00,东南 南,4800
罗湖区-黄贝岭,汇鑫花园,6室2厅3卫,248.00,北,22000
龙岗区-平湖,佳兆业金御佳园,4室2厅2卫,133.00,南,6400
光明区-光明,新地中央花园,3室2厅1卫,108.00,东 西,5000
南山区-蛇口,新世界·临海揽山御园,3室2厅2卫,107.50,南,16000
,未知小区,1室0厅1卫,12.50-13.00,2间在租,2488-3141
南山区-大学城,博林天瑞,4室2厅2卫,198.00,南,22000
南山区-前海,绿海名都,1室0厅1卫,40.12,南,5300
,未知小区,1室0厅1卫,16.87,4间在租,1550-1640
,未知小区,1室1厅1卫,20.10,1间在租,1224
龙岗区-布吉大芬,桂芳园六期,2室2厅1卫,74.70,西北,4300
龙岗区-平湖,御峰园,3室2厅2卫,94.00,西南,4500
,未知小区,1室0厅1卫,13.02,1间在租,1550
福田区-福田保税区,加福广场华尔登府邸,2室2厅1卫,108.00,西,8500
,未知小区,1室0厅1卫,20.00,1间在租,967
南山区-科技园,科技园三十六区,3室2厅1卫,92.87,南,7600
